Date,Time,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR
07/12/13,,M'gladbach,Schalke 04,2,1,H,2,1,H,19,9,8,3,11,17,8,1,1,3,0,1.0
07/12/13,,Stuttgart,Hannover,4,2,H,2,2,D,13,14,8,4,15,20,3,3,1,2,0,0.0
07/12/13,,Werder Bremen,Bayern Munich,0,7,A,0,3,A,6,17,2,10,13,15,2,7,4,2,0,0.0
08/12/13,,Braunschweig,Hertha,0,2,A,0,1,A,13,16,2,6,18,22,8,2,2,4,1,0.0
08/12/13,,Freiburg,Wolfsburg,0,3,A,0,2,A,13,17,2,7,11,16,4,7,0,1,0,0.0
13/12/13,,Hertha,Werder Bremen,3,2,H,2,2,D,12,9,4,4,15,21,6,4,1,2,0,0.0
14/12/13,,Augsburg,Braunschweig,4,1,H,3,0,H,20,9,8,1,16,14,5,0,2,2,0,0.0
14/12/13,,Bayern Munich,Hamburg,3,1,H,1,0,H,22,13,8,6,13,15,5,2,0,2,0,0.0
14/12/13,,Hannover,Nurnberg,3,3,D,0,3,A,21,16,6,6,13,21,5,7,3,2,0,0.0
14/12/13,,Hoffenheim,Dortmund,2,2,D,2,1,H,14,16,4,8,19,13,2,4,2,3,0,0.0
14/12/13,,Mainz,M'gladbach,0,0,D,0,0,D,6,10,0,1,6,8,1,4,0,2,0,0.0
14/12/13,,Wolfsburg,Stuttgart,3,1,H,1,0,H,12,9,6,4,18,21,2,4,2,2,0,0.0
15/12/13,,Leverkusen,Ein Frankfurt,0,1,A,0,0,D,15,16,7,5,15,23,8,4,4,3,0,0.0
15/12/13,,Schalke 04,Freiburg,2,0,H,1,0,H,13,8,4,1,17,19,8,4,0,3,0,0.0
20/12/13,,Ein Frankfurt,Augsburg,1,1,D,1,1,D,5,9,5,3,18,14,4,3,3,2,0,0.0
21/12/13,,Braunschweig,Hoffenheim,1,0,H,1,0,H,14,16,8,3,17,19,7,8,1,2,1,0.0
21/12/13,,Dortmund,Hertha,1,2,A,1,2,A,20,6,5,4,20,19,5,0,2,3,0,0.0
21/12/13,,Freiburg,Hannover,2,1,H,2,0,H,11,20,3,6,16,13,0,1,1,2,0,0.0
21/12/13,,Hamburg,Mainz,2,3,A,1,0,H,18,13,8,7,21,13,5,3,1,1,1,0.0
21/12/13,,Nurnberg,Schalke 04,0,0,D,0,0,D,15,8,4,2,14,19,9,4,0,0,0,0.0
21/12/13,,Werder Bremen,Leverkusen,1,0,H,0,0,D,11,22,3,5,14,10,5,9,2,3,0,0.0
22/12/13,,M'gladbach,Wolfsburg,2,2,D,0,0,D,14,18,4,13,10,12,4,4,1,3,0,0.0
24/01/14,,M'gladbach,Bayern Munich,0,2,A,0,1,A,10,24,5,13,12,9,5,5,2,1,0,0.0
25/01/14,,Dortmund,Augsburg,2,2,D,1,0,H,18,6,4,1,17,25,5,1,2,2,0,0.0
25/01/14,,Ein Frankfurt,Hertha,1,0,H,1,0,H,5,7,1,2,20,23,1,2,2,3,0,0.0
25/01/14,,Freiburg,Leverkusen,3,2,H,1,2,A,13,15,5,8,14,10,4,8,2,1,0,0.0
25/01/14,,Nurnberg,Hoffenheim,4,0,H,2,0,H,16,12,7,3,19,25,3,3,1,3,0,0.0
25/01/14,,Stuttgart,Mainz,1,2,A,1,1,D,14,10,5,4,17,13,5,3,1,2,0,0.0
25/01/14,,Wolfsburg,Hannover,1,3,A,1,1,D,24,10,8,6,14,17,7,3,2,1,0,0.0
26/01/14,,Hamburg,Schalke 04,0,3,A,0,1,A,11,12,3,9,9,23,3,3,0,2,0,0.0
26/01/14,,Werder Bremen,Braunschweig,0,0,D,0,0,D,12,7,3,2,20,17,6,3,2,2,0,0.0
29/01/14,,Stuttgart,Bayern Munich,1,2,A,1,0,H,11,24,3,7,13,10,2,8,5,3,0,0.0
31/01/14,,Braunschweig,Dortmund,1,2,A,0,1,A,16,20,5,6,18,17,7,8,0,1,0,0.0
01/02/14,,Augsburg,Werder Bremen,3,1,H,1,1,D,20,4,5,0,11,20,6,4,1,3,0,1.0
01/02/14,,Hannover,M'gladbach,3,1,H,0,0,D,16,12,6,6,9,14,7,7,1,2,0,0.0
01/02/14,,Hoffenheim,Hamburg,3,0,H,2,0,H,14,7,7,0,26,14,7,5,0,1,0,0.0
01/02/14,,Leverkusen,Stuttgart,2,1,H,1,1,D,11,10,5,3,17,16,4,8,2,2,0,0.0
01/02/14,,Mainz,Freiburg,2,0,H,1,0,H,13,6,5,1,10,28,5,5,2,2,0,0.0
01/02/14,,Schalke 04,Wolfsburg,2,1,H,1,0,H,13,10,6,6,16,14,4,6,3,3,0,1.0
02/02/14,,Bayern Munich,Ein Frankfurt,5,0,H,2,0,H,25,9,14,3,16,12,12,2,0,0,0,0.0
02/02/14,,Hertha,Nurnberg,1,3,A,1,1,D,13,11,4,4,17,25,3,3,3,3,0,0.0
07/02/14,,M'gladbach,Leverkusen,0,1,A,0,0,D,14,12,3,3,11,15,4,3,2,4,0,0.0
08/02/14,,Ein Frankfurt,Braunschweig,3,0,H,3,0,H,19,10,7,1,14,23,10,2,2,1,0,0.0
08/02/14,,Freiburg,Hoffenheim,1,1,D,0,0,D,11,18,4,4,21,15,3,2,3,2,0,0.0
08/02/14,,Hamburg,Hertha,0,3,A,0,3,A,14,10,3,4,17,12,8,3,2,0,0,0.0
08/02/14,,Nurnberg,Bayern Munich,0,2,A,0,1,A,9,18,2,6,26,21,3,5,2,3,0,0.0
08/02/14,,Werder Bremen,Dortmund,1,5,A,0,2,A,11,15,5,8,18,12,5,9,2,2,0,0.0
08/02/14,,Wolfsburg,Mainz,3,0,H,0,0,D,17,8,7,2,22,14,4,1,2,2,0,0.0
09/02/14,,Schalke 04,Hannover,2,0,H,2,0,H,16,6,7,1,10,20,5,0,0,2,0,0.0
09/02/14,,Stuttgart,Augsburg,1,4,A,0,2,A,16,10,1,5,9,8,5,2,2,0,1,0.0
14/02/14,,Mainz,Hannover,2,0,H,0,0,D,19,14,8,3,14,11,4,5,1,3,0,0.0
15/02/14,,Bayern Munich,Freiburg,4,0,H,3,0,H,16,12,7,0,13,11,2,4,3,1,0,0.0
15/02/14,,Braunschweig,Hamburg,4,2,H,0,1,A,14,18,7,8,14,24,7,8,6,5,0,0.0
15/02/14,,Dortmund,Ein Frankfurt,4,0,H,2,0,H,21,7,11,1,17,18,6,5,1,3,0,0.0
15/02/14,,Hoffenheim,Stuttgart,4,1,H,1,0,H,13,13,8,4,22,20,5,4,3,4,0,1.0
15/02/14,,Leverkusen,Schalke 04,1,2,A,0,1,A,13,11,5,4,12,16,11,2,4,3,0,0.0
15/02/14,,Werder Bremen,M'gladbach,1,1,D,0,1,A,15,17,7,6,10,14,5,10,3,1,0,0.0
16/02/14,,Augsburg,Nurnberg,0,1,A,0,0,D,18,11,6,2,17,19,6,2,2,3,0,0.0
16/02/14,,Hertha,Wolfsburg,1,2,A,1,0,H,13,8,4,3,12,16,4,6,0,2,0,0.0
21/02/14,,Schalke 04,Mainz,0,0,D,0,0,D,16,15,4,8,19,8,4,9,1,2,0,0.0
22/02/14,,Freiburg,Augsburg,2,4,A,1,1,D,13,18,5,10,14,13,2,4,3,2,0,0.0
22/02/14,,Hamburg,Dortmund,3,0,H,1,0,H,13,15,6,4,17,19,3,6,2,2,0,0.0
22/02/14,,M'gladbach,Hoffenheim,2,2,D,2,0,H,13,19,9,7,15,17,6,5,0,1,0,0.0
22/02/14,,Nurnberg,Braunschweig,2,1,H,0,1,A,6,22,5,6,19,21,3,10,4,2,1,0.0
22/02/14,,Stuttgart,Hertha,1,2,A,1,1,D,14,9,6,4,22,18,5,8,0,1,0,1.0
22/02/14,,Wolfsburg,Leverkusen,3,1,H,1,1,D,9,18,5,6,15,19,0,4,1,4,0,0.0
23/02/14,,Ein Frankfurt,Werder Bremen,0,0,D,0,0,D,21,3,4,0,16,18,14,2,1,3,0,1.0
23/02/14,,Hannover,Bayern Munich,0,4,A,0,2,A,8,14,3,7,10,11,6,4,2,1,0,0.0
28/02/14,,Hertha,Freiburg,0,0,D,0,0,D,9,7,2,5,11,14,4,4,0,0,0,0.0
01/03/14,,Augsburg,Hannover,1,1,D,0,1,A,16,10,5,2,14,17,7,2,2,3,0,0.0
01/03/14,,Bayern Munich,Schalke 04,5,1,H,4,0,H,22,10,12,4,8,12,14,4,1,0,0,1.0
01/03/14,,Braunschweig,M'gladbach,1,1,D,0,1,A,20,12,3,4,12,14,9,5,1,3,0,0.0
01/03/14,,Dortmund,Nurnberg,3,0,H,0,0,D,28,4,9,2,9,13,8,1,0,2,0,0.0
01/03/14,,Leverkusen,Mainz,0,1,A,0,1,A,19,9,8,3,19,13,7,0,4,1,0,0.0
01/03/14,,Werder Bremen,Hamburg,1,0,H,1,0,H,15,11,7,4,25,17,4,5,2,2,0,0.0
02/03/14,,Ein Frankfurt,Stuttgart,2,1,H,0,1,A,13,13,6,4,23,16,8,5,1,1,0,0.0
02/03/14,,Hoffenheim,Wolfsburg,6,2,H,4,1,H,17,6,12,5,15,21,4,3,0,2,0,1.0
08/03/14,,Hamburg,Ein Frankfurt,1,1,D,0,1,A,15,7,9,2,15,12,3,3,3,3,0,0.0
08/03/14,,Hannover,Leverkusen,1,1,D,1,1,D,19,9,7,1,5,14,9,2,1,1,0,0.0
08/03/14,,M'gladbach,Augsburg,1,2,A,1,1,D,15,19,8,4,9,11,3,6,0,0,0,0.0
08/03/14,,Nurnberg,Werder Bremen,0,2,A,0,1,A,15,12,4,5,17,11,6,2,3,4,0,0.0
08/03/14,,Schalke 04,Hoffenheim,4,0,H,2,0,H,24,10,9,2,19,18,4,3,3,3,0,0.0
08/03/14,,Stuttgart,Braunschweig,2,2,D,2,1,H,14,11,4,3,18,15,11,6,2,3,0,0.0
08/03/14,,Wolfsburg,Bayern Munich,1,6,A,1,1,D,12,18,3,12,15,9,5,3,1,0,0,0.0
09/03/14,,Freiburg,Dortmund,0,1,A,0,0,D,10,12,0,4,7,12,1,5,1,2,0,0.0
09/03/14,,Mainz,Hertha,1,1,D,0,0,D,16,12,6,9,13,14,5,4,2,2,0,0.0
14/03/14,,Augsburg,Schalke 04,1,2,A,1,1,D,21,10,3,4,14,23,12,6,3,5,0,0.0
15/03/14,,Bayern Munich,Leverkusen,2,1,H,1,0,H,23,6,8,3,11,18,12,6,2,3,0,0.0
15/03/14,,Braunschweig,Wolfsburg,1,1,D,0,1,A,8,11,2,2,15,22,3,4,1,4,0,0.0
15/03/14,,Dortmund,M'gladbach,1,2,A,0,2,A,25,7,7,3,11,11,8,3,1,0,0,1.0
15/03/14,,Hertha,Hannover,0,3,A,0,0,D,16,7,5,3,8,17,6,1,1,2,0,0.0
15/03/14,,Hoffenheim,Mainz,2,4,A,0,0,D,22,11,12,7,16,15,11,1,1,1,0,0.0
15/03/14,,Werder Bremen,Stuttgart,1,1,D,0,0,D,10,16,3,3,18,19,2,9,2,3,0,0.0
16/03/14,,Ein Frankfurt,Freiburg,1,4,A,0,1,A,26,7,10,5,19,17,12,1,2,5,0,0.0
16/03/14,,Hamburg,Nurnberg,2,1,H,0,0,D,26,9,13,4,12,18,10,5,0,2,0,0.0
21/03/14,,Freiburg,Werder Bremen,3,1,H,1,0,H,14,7,3,3,19,15,5,4,1,2,0,0.0
22/03/14,,Hannover,Dortmund,0,3,A,0,1,A,9,15,3,5,12,16,5,3,1,1,0,0.0
22/03/14,,Mainz,Bayern Munich,0,2,A,0,0,D,4,23,1,8,13,11,2,9,1,0,0,0.0
22/03/14,,M'gladbach,Hertha,3,0,H,3,0,H,8,8,4,2,7,12,4,5,1,1,0,0.0
22/03/14,,Schalke 04,Braunschweig,3,1,H,1,0,H,32,11,11,4,14,20,14,4,1,3,0,0.0
22/03/14,,Stuttgart,Hamburg,1,0,H,0,0,D,12,6,3,1,18,13,5,2,1,0,0,1.0
22/03/14,,Wolfsburg,Augsburg,1,1,D,0,1,A,10,12,1,2,23,11,6,3,1,1,1,0.0
23/03/14,,Leverkusen,Hoffenheim,2,3,A,1,2,A,12,12,5,7,15,18,6,2,1,2,0,0.0
23/03/14,,Nurnberg,Ein Frankfurt,2,5,A,0,1,A,13,23,4,9,19,15,2,5,0,1,1,0.0
25/03/14,,Braunschweig,Mainz,3,1,H,2,1,H,14,12,3,5,16,25,6,7,2,1,0,0.0
25/03/14,,Dortmund,Schalke 04,0,0,D,0,0,D,18,8,6,4,17,24,4,2,2,2,0,0.0
25/03/14,,Hertha,Bayern Munich,1,3,A,0,2,A,4,13,2,6,13,8,2,3,1,0,0,0.0
25/03/14,,Werder Bremen,Wolfsburg,1,3,A,1,2,A,6,19,2,9,18,19,3,8,2,1,0,0.0
26/03/14,,Augsburg,Leverkusen,1,3,A,0,1,A,22,13,3,7,14,17,10,3,2,2,0,0.0
26/03/14,,Ein Frankfurt,M'gladbach,1,0,H,1,0,H,14,9,4,2,11,12,11,7,3,1,0,0.0
26/03/14,,Hamburg,Freiburg,1,1,D,0,0,D,21,11,5,4,17,15,6,3,1,2,0,0.0
26/03/14,,Hoffenheim,Hannover,3,1,H,1,1,D,20,8,8,1,16,15,5,1,1,1,0,1.0
26/03/14,,Nurnberg,Stuttgart,2,0,H,1,0,H,11,13,5,5,17,11,6,4,1,1,0,0.0
28/03/14,,Schalke 04,Hertha,2,0,H,1,0,H,13,11,4,1,17,19,1,4,1,1,0,0.0
29/03/14,,Bayern Munich,Hoffenheim,3,3,D,3,2,H,11,20,6,9,13,18,3,1,1,2,0,0.0
29/03/14,,Freiburg,Nurnberg,3,2,H,1,2,A,14,9,7,2,16,22,8,4,2,3,0,1.0
29/03/14,,Leverkusen,Braunschweig,1,1,D,0,0,D,15,9,4,2,16,13,7,1,2,1,0,0.0
29/03/14,,Mainz,Augsburg,3,0,H,2,0,H,14,12,7,4,14,20,5,8,1,2,0,0.0
29/03/14,,Stuttgart,Dortmund,2,3,A,2,1,H,11,17,3,5,15,14,2,9,0,2,1,0.0
29/03/14,,Wolfsburg,Ein Frankfurt,2,1,H,0,1,A,22,11,9,4,19,19,4,3,2,4,0,0.0
30/03/14,,Hannover,Werder Bremen,1,2,A,1,0,H,9,11,4,8,19,13,10,8,1,1,0,0.0
30/03/14,,M'gladbach,Hamburg,3,1,H,1,1,D,17,17,9,7,11,15,6,10,0,1,0,0.0
04/04/14,,Hamburg,Leverkusen,2,1,H,1,0,H,18,19,5,8,16,15,4,14,1,1,0,0.0
05/04/14,,Augsburg,Bayern Munich,1,0,H,1,0,H,11,16,7,2,16,13,3,4,3,2,0,0.0
05/04/14,,Dortmund,Wolfsburg,2,1,H,0,1,A,10,19,5,3,15,14,7,2,2,1,0,0.0
05/04/14,,Ein Frankfurt,Mainz,2,0,H,0,0,D,14,17,7,5,11,18,2,6,3,4,0,0.0
05/04/14,,Nurnberg,M'gladbach,0,2,A,0,1,A,14,15,3,6,7,16,8,5,1,2,0,0.0
05/04/14,,Stuttgart,Freiburg,2,0,H,0,0,D,12,18,5,8,13,17,3,6,2,1,0,0.0
05/04/14,,Werder Bremen,Schalke 04,1,1,D,1,1,D,19,9,5,5,17,20,9,4,1,2,0,0.0
06/04/14,,Braunschweig,Hannover,3,0,H,2,0,H,11,11,3,2,17,16,5,6,2,2,0,1.0
06/04/14,,Hertha,Hoffenheim,1,1,D,1,1,D,11,11,5,3,19,17,3,4,1,2,0,0.0
11/04/14,,Schalke 04,Ein Frankfurt,2,0,H,0,0,D,22,10,8,3,15,14,4,5,1,0,0,0.0
12/04/14,,Bayern Munich,Dortmund,0,3,A,0,1,A,14,9,3,6,17,13,12,2,2,2,1,0.0
12/04/14,,Freiburg,Braunschweig,2,0,H,1,0,H,18,13,8,4,15,20,3,3,2,4,0,0.0
12/04/14,,Hannover,Hamburg,2,1,H,1,0,H,31,5,15,3,20,16,5,2,0,1,0,0.0
12/04/14,,Mainz,Werder Bremen,3,0,H,3,0,H,23,9,5,2,12,17,3,12,0,4,0,0.0
12/04/14,,M'gladbach,Stuttgart,1,1,D,0,1,A,14,17,4,4,12,14,6,5,1,3,0,0.0
12/04/14,,Wolfsburg,Nurnberg,4,1,H,2,1,H,24,5,8,1,13,13,11,2,0,2,0,0.0
13/04/14,,Hoffenheim,Augsburg,2,0,H,2,0,H,26,23,9,8,22,19,6,11,1,1,0,0.0
13/04/14,,Leverkusen,Hertha,2,1,H,2,1,H,17,9,4,2,17,13,7,2,1,1,0,0.0
17/04/14,,Ein Frankfurt,Hannover,2,3,A,1,3,A,14,16,6,7,24,22,3,4,4,4,0,0.0
19/04/14,,Augsburg,Hertha,0,0,D,0,0,D,10,13,0,4,17,16,3,4,1,3,0,0.0
19/04/14,,Braunschweig,Bayern Munich,0,2,A,0,0,D,7,12,1,3,19,16,2,3,2,1,0,0.0
19/04/14,,Dortmund,Mainz,4,2,H,2,1,H,30,9,11,2,9,18,12,2,1,1,0,1.0
19/04/14,,Freiburg,M'gladbach,4,2,H,0,1,A,15,14,7,4,8,9,5,5,2,1,0,1.0
19/04/14,,Hamburg,Wolfsburg,1,3,A,0,2,A,14,16,3,7,18,16,4,7,1,0,0,1.0
19/04/14,,Werder Bremen,Hoffenheim,3,1,H,1,1,D,12,14,7,3,11,24,8,6,1,3,0,0.0
20/04/14,,Nurnberg,Leverkusen,1,4,A,1,1,D,9,15,6,7,15,14,3,8,1,1,0,0.0
20/04/14,,Stuttgart,Schalke 04,3,1,H,1,0,H,12,14,4,3,23,13,2,3,2,3,0,0.0
25/04/14,,Hannover,Stuttgart,0,0,D,0,0,D,9,6,2,3,15,15,2,5,2,2,0,0.0
26/04/14,,Bayern Munich,Werder Bremen,5,2,H,1,2,A,23,7,11,3,11,13,13,5,1,1,0,0.0
26/04/14,,Hertha,Braunschweig,2,0,H,0,0,D,20,7,11,1,14,18,8,3,0,0,0,0.0
26/04/14,,Hoffenheim,Ein Frankfurt,0,0,D,0,0,D,18,8,5,3,18,13,3,2,0,4,1,0.0
26/04/14,,Leverkusen,Dortmund,2,2,D,2,2,D,16,14,5,6,14,9,7,5,1,1,0,0.0
26/04/14,,Mainz,Nurnberg,2,0,H,2,0,H,18,13,5,1,6,11,8,7,0,2,0,0.0
26/04/14,,Wolfsburg,Freiburg,2,2,D,1,0,H,23,13,7,7,13,14,11,7,2,2,0,0.0
27/04/14,,Augsburg,Hamburg,3,1,H,3,1,H,15,19,5,5,16,19,4,5,1,2,0,0.0
27/04/14,,Schalke 04,M'gladbach,0,1,A,0,1,A,17,12,6,6,11,1,12,9,2,0,0,0.0
03/05/14,,Braunschweig,Augsburg,0,1,A,0,0,D,17,24,6,10,21,21,7,9,2,2,0,0.0
03/05/14,,Dortmund,Hoffenheim,3,2,H,3,1,H,16,12,10,4,16,23,5,5,0,1,0,0.0
03/05/14,,Ein Frankfurt,Leverkusen,0,2,A,0,2,A,6,21,2,5,16,13,3,5,2,1,0,0.0
03/05/14,,Freiburg,Schalke 04,0,2,A,0,1,A,10,26,1,6,11,11,3,5,2,2,0,1.0
03/05/14,,Hamburg,Bayern Munich,1,4,A,0,1,A,10,18,5,8,14,7,2,5,1,1,0,1.0
03/05/14,,M'gladbach,Mainz,3,1,H,1,0,H,7,18,4,4,8,11,3,6,0,0,0,0.0
03/05/14,,Nurnberg,Hannover,0,2,A,0,1,A,15,14,8,7,12,18,8,5,3,1,0,0.0
03/05/14,,Stuttgart,Wolfsburg,1,2,A,0,1,A,6,13,2,6,11,15,2,5,1,1,0,0.0
03/05/14,,Werder Bremen,Hertha,2,0,H,0,0,D,12,11,4,4,18,17,5,11,3,1,0,0.0
10/05/14,,Augsburg,Ein Frankfurt,2,1,H,1,1,D,17,7,7,2,12,12,5,5,0,2,0,0.0
10/05/14,,Bayern Munich,Stuttgart,1,0,H,0,0,D,24,8,6,2,11,14,12,2,2,2,0,0.0
10/05/14,,Hannover,Freiburg,3,2,H,1,0,H,19,12,9,7,19,9,8,4,1,2,0,0.0
10/05/14,,Hertha,Dortmund,0,4,A,0,2,A,10,13,5,7,18,12,9,0,2,0,0,0.0
10/05/14,,Hoffenheim,Braunschweig,3,1,H,1,0,H,16,6,8,2,17,14,5,2,3,0,0,0.0
10/05/14,,Leverkusen,Werder Bremen,2,1,H,1,1,D,14,8,6,2,16,9,8,4,2,0,0,0.0
10/05/14,,Mainz,Hamburg,3,2,H,1,1,D,13,20,6,7,14,14,4,8,0,0,0,0.0
10/05/14,,Schalke 04,Nurnberg,4,1,H,2,0,H,22,11,11,4,12,20,7,3,0,5,0,0.0
10/05/14,,Wolfsburg,M'gladbach,3,1,H,1,0,H,19,13,10,3,9,10,7,8,2,4,0,0.0
05/08/11,,Dortmund,Hamburg,3,1,H,2,0,H,16,8,5,3,12,18,7,7,1,3,0,0.0
06/08/11,,Augsburg,Freiburg,2,2,D,0,0,D,11,9,7,4,17,25,5,4,2,4,0,0.0
06/08/11,,FC Koln,Wolfsburg,0,3,A,0,1,A,7,17,1,8,15,22,7,5,0,5,1,0.0
06/08/11,,Hannover,Hoffenheim,2,1,H,2,1,H,7,12,4,5,14,20,4,5,2,2,0,0.0
06/08/11,,Hertha,Nurnberg,0,1,A,0,0,D,4,13,0,7,25,27,2,3,2,3,0,0.0
06/08/11,,Stuttgart,Schalke 04,3,0,H,1,0,H,12,15,6,9,13,19,2,6,1,1,0,0.0
06/08/11,,Werder Bremen,Kaiserslautern,2,0,H,0,0,D,19,9,5,3,14,27,6,5,1,2,0,0.0
07/08/11,,Bayern Munich,M'gladbach,0,1,A,0,0,D,19,7,7,3,11,11,12,2,0,1,0,0.0
07/08/11,,Mainz,Leverkusen,2,0,H,1,0,H,22,9,8,2,20,19,7,3,3,1,0,0.0
13/08/11,,Freiburg,Mainz,1,2,A,0,0,D,18,9,7,4,11,18,4,6,0,2,0,0.0
13/08/11,,Hamburg,Hertha,2,2,D,1,1,D,9,24,4,6,13,10,5,6,3,3,0,0.0
13/08/11,,Hoffenheim,Dortmund,1,0,H,1,0,H,13,15,3,4,13,11,5,6,4,1,0,0.0
13/08/11,,M'gladbach,Stuttgart,1,1,D,0,0,D,10,15,3,7,9,9,2,5,2,2,1,0.0
13/08/11,,Nurnberg,Hannover,1,2,A,0,2,A,13,4,5,3,16,19,8,6,2,3,0,0.0
13/08/11,,Schalke 04,FC Koln,5,1,H,1,1,D,18,6,5,2,17,16,7,2,0,3,0,0.0
13/08/11,,Wolfsburg,Bayern Munich,0,1,A,0,0,D,7,11,1,3,14,15,9,8,0,3,0,0.0
14/08/11,,Kaiserslautern,Augsburg,1,1,D,0,1,A,17,13,7,4,21,11,8,1,4,1,0,0.0
14/08/11,,Leverkusen,Werder Bremen,1,0,H,0,0,D,16,9,6,1,18,18,7,1,1,2,0,0.0
19/08/11,,M'gladbach,Wolfsburg,4,1,H,3,1,H,21,7,9,3,13,18,8,6,1,2,0,0.0
20/08/11,,Augsburg,Hoffenheim,0,2,A,0,1,A,12,17,4,5,18,18,4,2,1,1,0,0.0
20/08/11,,Bayern Munich,Hamburg,5,0,H,3,0,H,24,4,13,1,12,16,5,3,2,4,0,0.0
20/08/11,,Dortmund,Nurnberg,2,0,H,0,0,D,12,10,5,3,13,13,5,5,0,2,0,0.0
20/08/11,,FC Koln,Kaiserslautern,1,1,D,1,1,D,10,8,5,3,16,22,7,5,3,4,0,0.0
20/08/11,,Stuttgart,Leverkusen,0,1,A,0,1,A,11,11,0,3,18,16,5,4,1,0,1,0.0
20/08/11,,Werder Bremen,Freiburg,5,3,H,2,1,H,26,11,8,7,17,29,12,1,1,4,0,0.0
21/08/11,,Hannover,Hertha,1,1,D,1,0,H,14,10,6,4,20,20,3,6,1,6,0,0.0
21/08/11,,Mainz,Schalke 04,2,4,A,2,0,H,15,12,5,6,15,15,6,5,0,2,0,0.0
26/08/11,,Hertha,Stuttgart,1,0,H,0,0,D,16,22,5,5,10,13,4,3,0,1,0,0.0
27/08/11,,Freiburg,Wolfsburg,3,0,H,2,0,H,15,14,4,4,12,21,4,6,0,2,0,0.0
27/08/11,,Hamburg,FC Koln,3,4,A,1,1,D,15,7,6,5,18,21,5,4,1,3,0,0.0
27/08/11,,Hoffenheim,Werder Bremen,1,2,A,1,1,D,15,9,4,4,16,12,3,6,0,1,0,0.0
27/08/11,,Kaiserslautern,Bayern Munich,0,3,A,0,1,A,4,17,1,12,14,17,1,2,3,1,1,0.0
27/08/11,,Leverkusen,Dortmund,0,0,D,0,0,D,16,13,6,4,11,13,5,3,2,1,1,1.0
27/08/11,,Nurnberg,Augsburg,1,0,H,0,0,D,15,12,6,2,12,17,4,3,4,2,0,0.0
28/08/11,,Hannover,Mainz,1,1,D,1,1,D,19,9,8,2,15,24,8,9,2,0,0,0.0
28/08/11,,Schalke 04,M'gladbach,1,0,H,0,0,D,22,12,9,5,11,13,8,6,2,3,0,0.0
09/09/11,,Augsburg,Leverkusen,1,4,A,1,2,A,17,17,4,9,14,9,4,2,1,3,0,0.0
10/09/11,,Bayern Munich,Freiburg,7,0,H,3,0,H,25,3,12,1,8,8,12,0,0,0,0,0.0
10/09/11,,Dortmund,Hertha,1,2,A,0,0,D,25,11,6,6,13,7,4,1,1,3,0,0.0
10/09/11,,Mainz,Hoffenheim,0,4,A,0,2,A,13,9,2,5,18,24,7,4,0,0,0,0.0
10/09/11,,M'gladbach,Kaiserslautern,1,0,H,0,0,D,19,5,4,2,21,19,4,3,2,4,0,0.0
10/09/11,,Stuttgart,Hannover,3,0,H,1,0,H,17,9,7,5,8,13,9,4,0,1,0,0.0
10/09/11,,Werder Bremen,Hamburg,2,0,H,0,0,D,22,8,5,3,13,15,11,6,3,5,0,0.0
11/09/11,,FC Koln,Nurnberg,1,2,A,1,2,A,10,13,2,5,24,18,2,5,3,1,1,1.0
11/09/11,,Wolfsburg,Schalke 04,2,1,H,1,1,D,12,6,6,2,17,19,9,3,1,3,0,0.0
16/09/11,,Freiburg,Stuttgart,1,2,A,0,1,A,18,12,3,5,20,21,6,5,3,4,0,0.0
17/09/11,,Hamburg,M'gladbach,0,1,A,0,0,D,5,12,2,4,22,15,2,8,2,3,0,0.0
17/09/11,,Hertha,Augsburg,2,2,D,0,1,A,17,7,5,3,13,20,3,2,2,4,0,1.0
17/09/11,,Hoffenheim,Wolfsburg,3,1,H,2,0,H,14,10,8,6,15,15,4,6,3,1,0,1.0
17/09/11,,Kaiserslautern,Mainz,3,1,H,1,1,D,15,11,7,1,13,20,6,3,0,2,0,0.0
17/09/11,,Leverkusen,FC Koln,1,4,A,0,1,A,15,8,7,4,15,13,5,0,1,4,1,0.0
17/09/11,,Nurnberg,Werder Bremen,1,1,D,0,1,A,21,2,4,1,17,11,13,0,1,1,0,1.0
18/09/11,,Hannover,Dortmund,2,1,H,0,0,D,14,13,5,7,13,8,7,3,1,0,1,0.0
18/09/11,,Schalke 04,Bayern Munich,0,2,A,0,1,A,7,19,1,6,16,18,2,5,1,1,0,0.0
23/09/11,,Stuttgart,Hamburg,1,2,A,1,0,H,17,16,5,8,20,16,3,7,1,1,0,0.0
24/09/11,,Augsburg,Hannover,0,0,D,0,0,D,13,11,3,4,21,17,2,2,1,2,0,0.0
24/09/11,,Bayern Munich,Leverkusen,3,0,H,2,0,H,12,4,4,3,10,13,4,1,1,4,0,0.0
24/09/11,,Mainz,Dortmund,1,2,A,1,0,H,9,20,3,9,12,9,3,10,1,0,0,0.0
24/09/11,,M'gladbach,Nurnberg,1,0,H,0,0,D,21,7,9,1,13,18,9,4,1,1,0,0.0
24/09/11,,Schalke 04,Freiburg,4,2,H,1,1,D,16,14,7,10,19,17,7,1,1,1,0,0.0
24/09/11,,Wolfsburg,Kaiserslautern,1,0,H,0,0,D,6,11,3,2,13,19,4,5,1,2,1,0.0
